fighter_id,record,SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,Height:,Weight:,Reach:,STANCE:,DOB:
192520689012c7e4,8-5-0,2.21,43%,6.85,48%,,0.00,0%,0%,0.0,"5' 8""",145 lbs.,"72""",Orthodox,"Jun 13, 1992"
606136dee6f6ecea,13-9-0,0.00,0%,5.58,60%,,0.00,0%,0%,20.9,"5' 10""",216 lbs.,--,,"Jun 14, 1984"
008ea710276c9606,11-2-0,7.25,48%,5.04,55%,,0.00,0%,66%,0.0,"5' 6""",125 lbs.,"69""",Orthodox,"Jul 17, 1997"
02d276b7d62b3472,0-3-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 10""",195 lbs.,--,Orthodox,"May 17, 1973"
a8e133139286df84,18-11-4,1.67,25%,9.76,34%,,0.00,0%,0%,0.0,"6' 0""",168 lbs.,--,Orthodox,"Oct 23, 1973"
cbfd1d34356a004c,60-26-1,0.97,30%,2.87,59%,,1.06,12%,66%,0.7,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971"
bffeb123b21c9aad,13-5-0,1.92,25%,5.38,52%,,0.72,25%,33%,1.4,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987"
ca80d72da81d7224,8-0-0,2.77,48%,2.47,41%,,3.50,53%,0%,0.0,"5' 9""",135 lbs.,"68""",Southpaw,"Nov 25, 1993"
72c9c2eadfc3277e,9-12-1,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,185 lbs.,--,,--
4e30f2761b6bd3b5,6-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,265 lbs.,--,,"Aug 25, 1996"
94508d80e1f885fc,15-3-0,3.46,46%,2.66,56%,,0.00,0%,66%,0.0,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984"
8163cd7de0342652,7-5-0,2.79,44%,2.06,64%,,2.29,36%,66%,0.0,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985"
1de9ad94de18eeaf,5-3-0,5.60,41%,4.43,64%,,2.25,54%,69%,0.4,"5' 5""",135 lbs.,"65""",Southpaw,"Dec 16, 1988"
3e38b1ea16bd4d86,17-5-1 (1 NC),3.93,49%,8.33,33%,,1.00,33%,66%,1.0,"5' 7""",145 lbs.,"70""",Orthodox,"Jul 02, 1995"
8b1b051038354655,6-2-0,4.27,40%,5.67,48%,,1.00,25%,100%,0.0,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 18, 1999"
a112097ad877a48f,12-1-0,5.26,60%,4.44,60%,,0.00,0%,77%,6.8,"5' 7""",145 lbs.,"69""",Orthodox,"May 31, 1994"
6e92eb1242b46636,9-5-0,4.85,39%,4.12,47%,,0.00,0%,64%,0.0,"6' 4""",185 lbs.,--,Southpaw,"Dec 19, 1990"
c06a9b48d4132c8e,9-5-0,2.39,48%,3.86,40%,,0.00,0%,79%,0.2,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988"
e56df3c1d8b4b1cc,26-9-2,0.68,50%,0.68,0%,,5.07,66%,0%,0.0,"5' 10""",205 lbs.,--,Orthodox,"Nov 27, 1971"
e31502e3f79d00c5,16-7-0,1.83,26%,2.30,57%,,0.78,14%,54%,0.0,"5' 9""",170 lbs.,"71""",Southpaw,"Dec 30, 1983"
518e5202a91980d4,8-4-0,2.21,25%,2.87,42%,,1.23,16%,25%,0.0,"6' 0""",170 lbs.,--,,"Apr 06, 1983"
831de97afe326478,0-2-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 4""",125 lbs.,--,,--
26927dab41dbd5fc,10-5-0,0.20,75%,2.07,42%,,0.00,0%,25%,0.0,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 16, 1993"
1bcaac2d99b90fce,14-6-1,2.42,42%,3.73,59%,,1.20,38%,75%,0.4,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982"
fea79f9bc8c68769,23-10-1,3.37,40%,4.53,54%,,0.87,41%,46%,0.3,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988"
0d62719b1dcf7c40,11-4-0,3.00,42%,3.64,63%,,0.00,0%,53%,0.0,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990"
92437c6775b3f7d1,19-7-0,2.57,43%,2.55,56%,,0.62,23%,44%,1.1,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984"
2dc7f1762dc0a7ef,10-4-1,2.86,37%,2.39,53%,,0.00,0%,0%,0.0,"6' 8""",270 lbs.,--,Orthodox,"Feb 26, 1967"
45230be0641f3f53,6-2-0,2.05,47%,2.05,58%,,0.00,0%,62%,0.0,"5' 8""",135 lbs.,--,Southpaw,"Dec 22, 1992"
544d7460b3e44393,7-4-1,3.81,35%,3.96,56%,,0.91,35%,70%,0.2,"5' 9""",135 lbs.,"72""",Orthodox,"May 25, 1991"
2fe9032955c2e013,15-2-0,2.00,40%,2.05,57%,,1.14,42%,26%,3.0,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994"
37098a6e6c27fb66,16-11-0,3.54,37%,3.91,54%,,0.71,47%,63%,0.5,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 12, 1990"
a0e6753c42698f13,11-4-0,3.42,40%,3.18,58%,,0.46,100%,63%,0.0,"5' 11""",155 lbs.,"73""",Orthodox,"Oct 17, 1985"
c32aeb1a59e6272d,19-0-0,5.68,49%,3.26,53%,,1.04,41%,89%,0.0,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999"
abe2e048a04d22cf,14-3-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,125 lbs.,--,,"Feb 04, 1996"
539ed332b3078821,6-8-0,2.28,34%,3.58,50%,,0.67,21%,33%,0.8,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988"
80779d7441af1b52,8-3-0,2.82,34%,2.46,46%,,3.26,66%,50%,2.2,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986"
df85d6ec3493d120,2-2-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",195 lbs.,--,Southpaw,"Jul 03, 1961"
9147679e1a4ad4a3,7-4-0,1.17,28%,1.83,67%,,0.00,0%,100%,0.0,"6' 2""",185 lbs.,--,Orthodox,"Mar 31, 1984"
6a125ba3ec37e27e,8-3-0,5.93,42%,6.33,48%,,4.00,57%,0%,0.0,"5' 6""",135 lbs.,--,Orthodox,"Jan 14, 1981"
acb36c908d415c4a,9-5-0,3.15,59%,5.07,43%,,1.97,18%,0%,1.3,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989"
2e2cdb6e9eb84bb9,9-1-0,1.26,40%,2.08,48%,,5.56,100%,100%,0.0,"5' 7""",145 lbs.,--,Orthodox,"Nov 09, 1979"
792be9a24df82ed6,23-10-2,3.84,44%,3.64,59%,,1.36,39%,65%,0.4,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993"
bb2eee4fb3259c01,6-5-0,1.27,51%,1.07,58%,,0.00,0%,44%,0.0,"6' 0""",185 lbs.,--,,--
66e98b3bb5fc5250,13-6-0,2.67,43%,3.56,43%,,1.25,27%,45%,0.4,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986"
2067a177a2842fbf,18-12-0,1.05,22%,3.74,40%,,1.43,20%,0%,0.5,"5' 10""",170 lbs.,--,Orthodox,"Sep 28, 1981"
92b36014314b028b,4-4-0,2.27,23%,8.20,33%,,0.00,0%,50%,0.0,"6' 1""",135 lbs.,--,,"Dec 16, 1979"
938ea36fe9c269f0,11-5-0,3.71,44%,2.78,47%,,0.00,0%,0%,0.0,"5' 10""",145 lbs.,"71""",Orthodox,"May 14, 1991"
cdb96af67d096b1e,24-13-0 (1 NC),4.90,39%,4.88,55%,,0.32,24%,47%,0.3,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990"
b4192a975027aab6,11-6-0,4.42,33%,4.89,51%,,0.70,24%,42%,0.6,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991"
2f6a993c7f547c13,19-5-0,3.01,43%,2.97,61%,,3.63,31%,68%,0.0,"5' 6""",135 lbs.,"67""",Orthodox,"Jun 14, 1989"
6803d4d6908354ac,10-6-0,0.50,62%,6.95,27%,,0.00,0%,0%,0.0,"6' 2""",205 lbs.,--,Orthodox,"Nov 01, 1979"
be9d259be012e8a4,2-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 10""",210 lbs.,--,Orthodox,--
dab0e6cb8c932162,20-12-0 (1 NC),1.70,33%,0.49,80%,,0.00,0%,50%,0.0,"5' 7""",145 lbs.,--,Orthodox,"Mar 29, 1984"
38fccd44d669bb2f,0-3-0,0.00,0%,19.31,40%,,0.00,0%,0%,0.0,"5' 11""",205 lbs.,--,,--
4dc496aa0cfc0d95,6-12-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 5""",275 lbs.,--,Orthodox,--
b15862fcd6ded451,8-2-0,0.80,41%,1.13,54%,,0.00,0%,50%,1.0,"5' 4""",125 lbs.,"69""",Orthodox,"Apr 15, 1995"
a5fa51a81d0c5ed9,8-5-0,1.27,27%,4.20,57%,,3.00,30%,0%,1.0,"5' 2""",115 lbs.,"63""",Southpaw,"May 18, 1994"
5da4e8dc02e50ac0,3-4-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",190 lbs.,--,Switch,"Dec 07, 1965"
37f560436d745c18,15-6-0 (1 NC),4.13,38%,5.28,52%,,0.00,0%,83%,0.0,"5' 9""",155 lbs.,"70""",Orthodox,"Feb 08, 1993"
ab35634d1a8c7a11,19-7-0,0.67,16%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",183 lbs.,--,Open Stance,"Jan 26, 1976"
de594b35c45c2e9a,12-2-0,2.57,37%,2.50,58%,,3.58,34%,80%,0.4,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 28, 1994"
232c582f29f8f65e,42-6-2,3.75,50%,1.21,68%,,1.59,60%,59%,1.1,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985"
9c27f3217891f3f0,14-8-0,3.35,33%,9.36,30%,,0.00,0%,30%,0.0,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992"
ae922e7d9e852d7a,8-3-0,2.30,33%,1.93,62%,,1.67,42%,50%,1.7,"5' 5""",135 lbs.,--,,--
882d62561063a927,4-3-0,4.51,51%,4.00,65%,,1.00,21%,50%,0.0,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989"
e92901944ce91909,19-13-0,0.43,18%,4.07,13%,,0.00,0%,33%,0.0,"6' 3""",205 lbs.,"74""",Orthodox,"Oct 26, 1994"
d0c325dfefdde31f,3-3-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 9""",135 lbs.,--,,"Jan 29, 1989"
f923e012414c883e,5-3-0,4.08,41%,3.77,58%,,0.70,50%,71%,0.0,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991"
b1b0729d27936f2f,24-6-0 (1 NC),4.36,42%,3.92,55%,,1.98,35%,90%,0.1,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988"
2252b2c892397f0d,4-2-0,0.54,16%,0.00,100%,,0.00,0%,0%,8.0,--,135 lbs.,--,,--
16af2d5a6f28bee2,18-4-0,1.48,28%,2.09,51%,,1.36,20%,33%,0.0,"6' 3""",155 lbs.,--,Orthodox,"Sep 20, 1984"
8d5350fa18b79e9a,11-2-0,2.40,31%,3.47,42%,,0.00,0%,25%,0.0,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988"
af9f42e6894047fc,18-9-0,4.10,46%,4.28,54%,,2.46,30%,70%,0.1,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994"
1a49e0670dfaca31,0-2-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 1""",215 lbs.,--,Southpaw,--
bd532e9a2b93870c,7-3-0,3.67,49%,4.15,53%,,2.20,46%,85%,0.0,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 23, 1991"
a59bc10f5e9f5fbb,9-3-0,6.10,44%,5.96,52%,,0.00,0%,100%,2.1,"5' 5""",145 lbs.,"70""",Switch,"Sep 18, 1998"
6bd02119599741a4,20-10-0 (2 NC),5.38,41%,6.29,55%,,0.48,16%,82%,0.5,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986"
886264a0c9f4ea5e,24-8-0,2.08,48%,2.46,51%,,3.98,48%,35%,1.1,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990"
179f1948dc234f1f,14-6-0,3.12,51%,2.26,57%,,3.17,29%,57%,0.6,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978"
f8f1ec513bcfef43,7-2-0,3.70,42%,4.73,55%,,3.00,40%,100%,0.0,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990"
f6bcbd91b114ff58,12-4-0,2.44,36%,2.66,55%,,2.40,25%,45%,1.8,"5' 9""",135 lbs.,"71""",Orthodox,"Feb 16, 1993"
fd0b4e3eb18eafb7,15-2-0,2.60,76%,2.87,32%,,1.00,20%,42%,0.0,"5' 9""",185 lbs.,--,,--
c3dd69333eb8085a,6-0-0,2.60,36%,2.20,61%,,1.00,100%,55%,0.0,"5' 10""",145 lbs.,"72""",Southpaw,"Dec 21, 1993"
ea7e5bc78d9de658,26-8-0 (1 NC),4.21,43%,2.57,61%,,3.03,66%,77%,0.2,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990"
cfbccfed4e4796fe,5-5-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 1""",220 lbs.,--,Orthodox,"Nov 29, 1973"
e3a6c6d6d0ac0815,8-3-1,0.84,36%,1.89,50%,,4.74,50%,100%,3.2,"5' 8""",183 lbs.,--,Orthodox,"Aug 27, 1976"
e0b0cf71e0d69dd0,12-3-0,2.15,56%,2.40,53%,,3.38,56%,100%,0.8,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993"
9b6dcc335ad03696,9-2-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,--,155 lbs.,--,,--
3a51f8d30900b580,8-0-0,5.38,63%,1.45,47%,,6.54,46%,0%,1.1,"5' 4""",135 lbs.,"65""",Orthodox,"May 15, 2001"
4b90384d7c3519b8,12-4-0 (1 NC),1.21,21%,7.17,40%,,0.00,0%,0%,0.0,"5' 6""",145 lbs.,"64""",Orthodox,"Mar 21, 1991"
6f4d199c0adc06f5,11-0-0,1.50,75%,0.50,44%,,6.01,66%,0%,1.5,"6' 1""",170 lbs.,"75""",Orthodox,"Aug 28, 1999"
62918a2118de08b2,8-0-0,2.50,71%,0.17,84%,,7.51,85%,0%,2.5,"6' 2""",227 lbs.,--,Southpaw,"Nov 19, 1974"
de25520d54eab12d,1-1-0,0.00,0%,1.93,30%,,4.13,100%,0%,0.0,"6' 1""",185 lbs.,--,Orthodox,"Jun 14, 1985"
1b5c146ee7b86e34,6-4-0,3.93,66%,8.85,43%,,0.00,0%,0%,0.0,"6' 3""",260 lbs.,--,Orthodox,"Aug 09, 1977"
729d4bd5a6cd0a97,16-7-0,3.94,38%,5.19,56%,,1.09,24%,67%,0.2,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983"
eca7e064746c161a,5-3-0,3.40,66%,0.80,42%,,0.00,0%,50%,1.0,"6' 0""",170 lbs.,--,,--
396fe87b84ac2e1c,17-1-1,4.34,51%,2.65,60%,,1.20,54%,44%,0.5,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991"
32016899d0a222a3,8-2-1 (1 NC),0.36,15%,3.28,32%,,0.90,100%,42%,1.8,"6' 3""",185 lbs.,--,Orthodox,"Sep 12, 1977"
d0147e906106cd2e,8-4-0,2.38,28%,7.72,43%,,0.00,0%,0%,0.0,"6' 3""",205 lbs.,"78""",Orthodox,"Jan 26, 1993"
231cae8b77fbbcc1,14-2-0,4.80,69%,0.40,78%,,7.50,100%,33%,0.0,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993"
e90a2f22417af68e,16-1-0,4.40,56%,3.20,56%,,0.68,20%,88%,0.2,"5' 10""",205 lbs.,"71""",Southpaw,"Apr 12, 1989"
723b64c0e9a8f348,8-2-0,3.19,45%,4.39,36%,,0.90,50%,81%,0.5,"5' 8""",135 lbs.,"74""",Southpaw,"Oct 10, 1998"
ae81a3ac7b260411,23-6-0,1.84,46%,1.74,50%,,2.30,60%,50%,0.0,"5' 9""",155 lbs.,"69""",Orthodox,"Dec 15, 1989"
8b5f9ea38184ded3,13-5-0 (1 NC),3.56,35%,3.80,57%,,1.16,19%,82%,0.2,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986"
d0d43cb9b14f231c,11-5-0,0.00,0%,10.59,35%,,0.00,0%,0%,0.0,"6' 3""",242 lbs.,--,Orthodox,--
31d7446b184e3305,14-4-0,2.59,58%,2.68,41%,,3.31,50%,23%,0.4,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988"
f4c40f8a64d3151d,6-3-0,8.20,50%,13.00,45%,,0.00,0%,0%,0.0,"6' 0""",155 lbs.,--,Orthodox,"Nov 07, 1987"
28c55b4087a6f136,15-6-1,3.41,40%,4.27,38%,,0.00,0%,81%,0.0,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986"
062e57ca1a3c95a8,6-3-0,1.44,27%,5.45,34%,,0.00,0%,0%,0.0,"5' 4""",145 lbs.,--,,"May 13, 1977"
2719f300b0439039,13-5-1,3.16,16%,3.16,83%,,0.00,0%,0%,0.0,"5' 11""",168 lbs.,--,Orthodox,"Nov 01, 1986"
d5ae8074631762fc,6-7-3,1.05,19%,1.50,63%,,0.98,28%,28%,0.0,"5' 7""",154 lbs.,--,Southpaw,"Oct 31, 1973"
e49c2db95e572dc8,0-2-0,1.45,40%,14.46,4%,,0.00,0%,0%,0.0,"6' 0""",225 lbs.,--,Orthodox,"Apr 24, 1968"
342422bb6ced1e8d,1-3-0,0.41,50%,2.69,37%,,0.00,0%,0%,1.2,"6' 1""",210 lbs.,--,Orthodox,"Oct 18, 1983"
47e0b5833e6bc91a,1-1-0,1.93,51%,2.27,39%,,0.00,0%,37%,0.0,--,185 lbs.,--,,"Jun 20, 1989"
8d11d9c13e2ccdf7,13-4-0,2.51,40%,3.35,44%,,1.49,30%,68%,0.2,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994"
7be328bb3c2ea22e,15-6-2,1.54,33%,5.13,60%,,0.00,0%,0%,0.0,"6' 1""",205 lbs.,--,Orthodox,"Feb 28, 1977"
50c469e0cb73be10,6-1-0,1.22,44%,5.33,28%,,1.67,9%,0%,0.0,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 26, 1996"
7a9ca95a92d7b64c,5-4-2,2.68,44%,1.90,57%,,0.00,0%,72%,0.4,"6' 1""",185 lbs.,--,Orthodox,"Mar 12, 1983"
f9ae6914f604aa9f,19-2-1,1.57,33%,3.90,60%,,3.00,18%,75%,0.5,"5' 1""",135 lbs.,--,Orthodox,"Oct 22, 1986"
b034747dc1d15491,21-13-0,1.56,37%,1.83,59%,,1.73,36%,42%,0.6,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979"
65ddc8a9ac4e8531,34-10-2 (1 NC),2.23,36%,3.20,58%,,1.65,48%,63%,0.3,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984"
a196332ee4aa8a82,28-19-1,0.94,30%,1.38,61%,,0.46,40%,30%,3.6,"5' 7""",154 lbs.,--,Orthodox,"Jun 10, 1980"
03e8df49c4a059ba,14-4-1,1.72,45%,3.67,55%,,0.00,0%,83%,0.0,"5' 5""",145 lbs.,--,,"Jun 21, 1986"
d8c811df0386d5e8,10-1-0,3.27,52%,1.72,63%,,2.58,81%,100%,1.4,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 23, 1995"
3618e0632ecdba9c,8-1-0,4.48,41%,4.28,63%,,0.00,0%,78%,0.0,"5' 10""",145 lbs.,"70""",Southpaw,"Dec 02, 1998"
eb9446a4f44e19cf,12-4-0,1.10,44%,1.57,45%,,3.00,37%,0%,0.0,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 28, 1996"
95eb112a85601a0a,25-19-4,0.53,38%,1.06,44%,,0.38,50%,56%,0.0,"5' 9""",170 lbs.,--,Southpaw,"Nov 30, 1970"
e18012194473e8b0,9-3-0 (2 NC),1.73,35%,2.06,64%,,2.69,46%,0%,0.5,"6' 0""",220 lbs.,--,Southpaw,"Jun 25, 1972"
8f4528c10bd34fab,14-4-0 (1 NC),8.26,58%,5.03,54%,,0.00,0%,100%,0.0,"6' 0""",155 lbs.,"75""",Orthodox,"Jul 26, 1989"
a00ec21cfbba17b6,18-8-1,3.53,51%,2.00,48%,,1.33,16%,57%,0.3,"5' 9""",145 lbs.,--,Orthodox,"Jul 16, 1981"
6e00cfffd54653c4,21-14-1,3.87,33%,4.97,65%,,0.00,0%,87%,0.0,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983"
47b63240018d5d86,15-8-0,3.50,41%,3.38,63%,,1.47,48%,62%,0.3,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992"
6083f497c22cc075,25-16-4,0.14,50%,3.65,38%,,2.11,25%,0%,4.2,"5' 9""",205 lbs.,--,Orthodox,"Oct 27, 1974"
776a58a67665a171,12-4-0,3.33,42%,3.00,58%,,1.92,41%,70%,0.0,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987"
3a12a2f096a6d975,8-3-0,2.12,37%,3.32,64%,,0.00,0%,50%,0.9,"6' 3""",185 lbs.,--,Southpaw,"Sep 09, 1983"
307064d3e0f036c2,11-6-0,2.94,38%,4.63,55%,,0.00,0%,55%,0.8,"5' 10""",185 lbs.,--,Orthodox,"Mar 18, 1981"
253076a23d03dcd0,22-7-0,3.20,51%,2.53,53%,,1.04,20%,41%,0.9,"5' 8""",125 lbs.,"69""",Orthodox,"Sep 11, 1991"
d31a5546c0e9b213,11-3-0 (1 NC),3.71,47%,4.34,44%,,1.02,37%,60%,0.5,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992"
4b85abc5abbe657c,13-1-0,2.42,48%,2.56,57%,,0.00,0%,66%,0.0,"5' 8""",170 lbs.,"70""",Orthodox,"Nov 19, 1998"
7dfb56f24fe5ddea,8-4-0,3.42,37%,3.95,51%,,2.37,33%,100%,1.6,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990"
d41937647eae9a34,0-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 11""",205 lbs.,--,Orthodox,--
769fa803bf9d2e3b,9-1-0,1.03,87%,0.29,75%,,2.20,50%,40%,0.0,"6' 0""",205 lbs.,"71""",Orthodox,"Oct 06, 1991"
154a6b3ffae264cd,5-6-0,1.30,43%,1.73,50%,,3.00,60%,0%,1.5,"6' 0""",230 lbs.,--,Southpaw,"Jun 26, 1970"
0dba4df5f34d5ff0,21-9-1,3.10,47%,2.48,57%,,2.55,34%,77%,0.5,"6' 0""",185 lbs.,"77""",Orthodox,"Dec 25, 1982"
0c258d1d8e16e5f1,9-4-0,2.68,34%,4.29,47%,,3.66,50%,83%,0.0,"5' 6""",135 lbs.,"70""",Orthodox,"Apr 02, 1993"
6a96ad1bc34fb113,25-8-0,3.66,52%,1.75,64%,,1.48,40%,73%,0.2,"5' 10""",185 lbs.,"74""",Orthodox,"Aug 18, 1996"
618f72750ec50b05,17-7-0,3.83,32%,4.62,57%,,2.17,25%,100%,0.0,"5' 10""",155 lbs.,--,,"May 27, 1983"
52f7d300738961ac,14-14-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",155 lbs.,--,,"Sep 17, 1978"
6aae253467e8f9ce,6-4-0,5.57,52%,4.11,54%,,0.76,57%,64%,0.0,"6' 0""",185 lbs.,"77""",Orthodox,"Oct 14, 1994"
e503aa5c252a1b4d,25-21-1 (1 NC),2.08,32%,2.66,56%,,0.00,0%,0%,1.7,"5' 9""",145 lbs.,"69""",,"Sep 12, 1986"
0b534765dca35e71,5-11-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",185 lbs.,--,,--
5751267660c734cb,6-2-0,1.87,19%,3.80,66%,,0.00,0%,0%,0.0,"5' 6""",135 lbs.,--,,"Jul 29, 1986"
b997be68943010fc,16-8-0,5.02,50%,5.50,57%,,0.54,45%,87%,0.1,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990"
1d4bbaabd8b60173,12-2-0 (1 NC),3.33,43%,5.39,43%,,2.77,41%,0%,0.0,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981"
d1a1314976c50bef,36-16-1,3.29,46%,3.63,58%,,1.09,34%,46%,1.3,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983"
8c57c7b8c3bab0eb,13-2-0,3.58,41%,5.56,39%,,1.02,28%,62%,0.0,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994"
13e62d766b709aa6,2-1-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"6' 0""",240 lbs.,--,Orthodox,--
2db7fa8db6bc9632,16-7-0,1.38,31%,2.84,61%,,1.31,18%,54%,1.6,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984"
3f7c14c7eca7195d,22-14-0,2.18,36%,4.79,46%,,1.14,27%,65%,0.1,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976"
fd55393021a8c255,19-6-1,1.77,61%,3.06,48%,,2.00,52%,68%,1.0,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988"
31f8081c7600da93,17-7-1,3.60,45%,4.58,53%,,1.18,23%,66%,0.5,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991"
f4db63258ecf0613,6-4-0,0.00,0%,0.00,0%,,0.00,0%,0%,0.0,"5' 2""",145 lbs.,--,,"Aug 05, 1987"
1209b5134401ca53,13-5-0,1.89,50%,1.89,70%,,2.84,100%,0%,0.0,"6' 0""",229 lbs.,--,Orthodox,--
fae67903c4fe636b,9-3-0 (1 NC),1.36,33%,3.92,45%,,3.07,37%,0%,0.5,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987"
1d688fa375d9431c,7-2-0,7.69,65%,6.15,55%,,5.77,66%,0%,0.0,"6' 2""",263 lbs.,"78""",Orthodox,"Mar 16, 2000"
195d0d3e14a2e256,33-1-0,1.98,35%,4.81,51%,,1.06,25%,76%,0.0,"5' 8""",145 lbs.,--,,"Apr 25, 1994"
f562238becb9ec50,14-2-0,3.53,46%,4.07,36%,,0.00,0%,33%,0.0,"5' 10""",155 lbs.,--,Southpaw,"Mar 17, 1986"
78f485f851891d68,10-5-0 (1 NC),2.64,32%,2.57,64%,,0.56,16%,43%,0.3,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989"
94609dd91731d428,4-2-0,0.28,20%,1.41,52%,,0.00,0%,0%,8.5,"6' 2""",205 lbs.,--,Sideways,"Dec 11, 1966"
952f6fa06f25a0ec,16-14-0,0.65,41%,1.55,44%,,2.47,70%,43%,0.9,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976"
fbbbc68d368832fa,26-12-1,1.92,49%,1.35,51%,,2.02,100%,0%,0.0,"6' 1""",205 lbs.,--,,"Jan 02, 1984"
